Field_ID,Year,Crop,Previous_Crop,Soil_pH,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Organic_Matter,Rainfall,Avg_Temperature,NDVI,Irrigation,Fertilizer_Type,Yield,Recommended_Next_Crop,Sustainable_Practice
560,2019,Wheat,Soybean,6.0,34,15,136,2.8,559,25.4,0.78,None,Organic,7.74,Legume,Compost
412,2021,Rice,Barley,6.0,51,23,159,2.5,407,22.5,0.77,Sprinkler,None,8.85,Wheat,Compost
176,2023,Maize,Barley,7.4,57,27,157,3.3,507,27.3,0.75,None,Organic,10.52,Wheat,Cover crop
525,2023,Soybean,Soybean,6.3,43,19,140,2.8,671,20.1,0.77,Drip,None,8.5,Legume,Compost
296,2020,Legume,Rice,7.0,58,25,134,3.5,444,25.4,0.6,Drip,Organic,7.61,Soybean,Cover crop
564,2020,Rice,Legume,7.5,44,26,125,3.0,765,21.8,0.65,None,Organic,8.19,Wheat,Cover crop
365,2020,Maize,Soybean,7.5,54,16,131,3.8,608,23.8,0.8,None,Chemical,11.74,Wheat,Cover crop
555,2021,Rice,Rice,7.2,45,22,158,2.6,657,20.5,0.75,Drip,Organic,9.36,Wheat,Compost
244,2018,Maize,Legume,7.1,31,18,123,2.8,551,25.4,0.6,Drip,Chemical,7.35,Wheat,Compost
407,2018,Legume,Rice,5.6,46,30,128,2.7,727,25.6,0.71,Sprinkler,None,7.94,Maize,Compost
214,2021,Rice,Barley,6.6,35,18,144,3.1,441,19.6,0.75,Sprinkler,None,8.14,Wheat,Cover crop
157,2023,Legume,Barley,5.9,39,21,129,3.3,747,20.5,0.63,Drip,Organic,7.46,Soybean,Compost
258,2020,Legume,Rice,6.7,41,22,143,2.9,430,26.5,0.59,Drip,Chemical,6.35,Barley,Compost
382,2021,Barley,Rice,7.2,52,28,127,2.7,401,19.2,0.61,Drip,Chemical,7.0,Legume,Compost
159,2018,Soybean,Barley,7.3,43,15,147,2.8,603,22.7,0.73,Drip,Chemical,8.33,Legume,Compost
542,2022,Barley,Wheat,6.3,48,22,149,3.9,515,28.0,0.57,Sprinkler,Organic,6.98,Legume,Cover crop
131,2020,Legume,Rice,5.7,54,24,134,3.3,444,26.5,0.75,Drip,Chemical,9.08,Barley,None
488,2021,Soybean,Legume,6.6,39,29,141,3.3,774,19.7,0.74,Sprinkler,Chemical,8.7,Soybean,Compost
452,2018,Legume,Rice,7.0,45,15,129,3.8,550,22.0,0.64,Drip,Chemical,7.88,Wheat,Reduced tillage
107,2023,Soybean,Barley,7.0,43,18,154,3.5,419,19.4,0.72,None,None,7.44,Maize,Compost
563,2018,Maize,Maize,7.5,52,17,142,2.6,506,21.0,0.76,Drip,Chemical,10.6,Wheat,Compost
441,2023,Soybean,Legume,7.1,58,24,147,3.2,521,26.9,0.7,Sprinkler,None,8.28,Wheat,Cover crop
200,2019,Wheat,Rice,6.3,37,17,160,3.8,759,23.7,0.72,None,Organic,8.21,Legume,Reduced tillage
504,2019,Barley,Wheat,6.1,39,19,137,3.8,460,22.6,0.76,None,Chemical,8.26,Legume,Reduced tillage
406,2023,Barley,Barley,7.1,41,25,132,3.6,568,23.9,0.65,None,Chemical,7.34,Legume,Reduced tillage
432,2019,Rice,Rice,7.2,49,21,136,3.8,528,25.7,0.6,None,None,7.6,Wheat,Cover crop
307,2019,Soybean,Barley,7.4,31,15,121,3.7,704,18.3,0.78,Sprinkler,Chemical,8.77,Legume,None
446,2023,Legume,Wheat,6.8,54,24,149,2.8,506,20.2,0.77,None,None,8.31,Legume,Compost
305,2023,Legume,Maize,6.8,59,26,134,2.9,403,20.8,0.76,Sprinkler,Organic,8.81,Soybean,Compost
469,2020,Soybean,Legume,6.9,41,16,126,2.9,572,20.5,0.72,Drip,Organic,7.94,Legume,Compost
424,2019,Wheat,Wheat,5.8,56,15,123,3.5,625,20.9,0.71,Drip,Chemical,9.26,Legume,Compost
289,2018,Soybean,Soybean,7.0,55,27,131,2.8,406,27.1,0.6,Sprinkler,Organic,6.86,Barley,Compost
272,2021,Legume,Soybean,6.0,46,16,131,3.4,703,19.2,0.75,Sprinkler,None,8.66,Legume,Cover crop
167,2022,Wheat,Maize,5.6,35,27,137,3.6,440,26.7,0.65,Drip,None,6.75,Legume,Reduced tillage
327,2022,Legume,Legume,6.0,31,17,142,3.9,581,18.4,0.69,Drip,None,7.42,Legume,Reduced tillage
448,2018,Barley,Soybean,6.5,53,26,121,3.5,459,26.2,0.66,Sprinkler,Organic,7.87,Legume,Reduced tillage
576,2018,Legume,Barley,6.7,53,16,149,2.7,785,23.5,0.77,None,Organic,9.03,Legume,Compost
107,2023,Barley,Soybean,7.2,40,24,146,2.8,773,24.4,0.69,Drip,Chemical,8.1,Legume,Compost
324,2022,Rice,Maize,7.2,57,21,137,2.7,535,25.5,0.69,Sprinkler,None,8.69,Wheat,Compost
587,2020,Soybean,Soybean,6.7,48,26,131,3.3,715,27.6,0.57,Sprinkler,Chemical,7.22,Maize,Reduced tillage
551,2023,Legume,Maize,6.1,35,29,157,3.5,584,23.5,0.66,None,Organic,6.97,Rice,Compost
410,2022,Soybean,Maize,5.8,54,27,144,3.3,605,23.9,0.72,None,None,8.26,Rice,Cover crop
335,2019,Rice,Barley,6.9,40,23,123,3.4,502,21.9,0.74,Sprinkler,Chemical,9.05,Wheat,Cover crop
485,2020,Legume,Maize,6.7,32,19,157,3.6,502,18.2,0.6,None,Organic,6.08,Legume,Reduced tillage
117,2018,Maize,Wheat,7.1,41,26,122,2.6,642,25.6,0.69,None,None,8.44,Wheat,Compost
267,2023,Rice,Rice,6.8,38,17,153,3.2,535,19.8,0.62,Sprinkler,Organic,7.32,Wheat,Cover crop
530,2018,Rice,Soybean,6.8,54,16,145,3.3,567,24.6,0.77,Sprinkler,Chemical,10.33,Wheat,Cover crop
520,2023,Barley,Barley,7.0,38,22,139,3.5,585,25.2,0.67,Drip,Organic,7.59,Legume,Reduced tillage
446,2019,Maize,Soybean,6.4,32,17,137,3.2,723,27.9,0.66,None,None,8.1,Wheat,Cover crop
380,2023,Wheat,Rice,6.8,55,24,154,3.7,563,29.7,0.6,Sprinkler,None,7.44,Legume,Cover crop
303,2021,Rice,Wheat,5.9,55,18,144,2.9,513,20.2,0.72,None,Organic,8.98,Wheat,Compost
457,2023,Rice,Maize,7.2,50,25,154,3.9,752,27.2,0.79,Sprinkler,None,10.6,Wheat,Cover crop
527,2018,Maize,Barley,6.2,32,28,120,3.8,690,25.1,0.69,Sprinkler,Organic,9.27,Wheat,Cover crop
379,2022,Wheat,Soybean,6.8,33,25,128,3.1,643,28.5,0.62,Sprinkler,None,6.37,Legume,Reduced tillage
554,2022,Wheat,Soybean,5.9,38,28,125,3.4,704,27.5,0.76,Sprinkler,Chemical,8.77,Legume,Compost
386,2019,Rice,Maize,6.2,43,20,133,2.8,457,18.4,0.6,None,None,6.56,Wheat,Compost
163,2023,Soybean,Soybean,7.0,41,18,123,3.6,456,26.1,0.57,Sprinkler,None,6.14,Wheat,Compost
206,2023,Rice,Wheat,7.1,51,27,127,3.7,465,26.6,0.59,Sprinkler,Organic,7.85,Wheat,Cover crop
210,2019,Maize,Legume,6.7,60,22,151,2.9,439,20.1,0.56,None,Chemical,8.1,Wheat,Compost
205,2018,Barley,Rice,5.6,40,29,145,2.8,510,23.3,0.77,Drip,Chemical,8.4,Legume,Compost
573,2021,Rice,Maize,6.9,42,22,148,2.8,499,28.5,0.76,Drip,Chemical,9.21,Wheat,Compost
173,2023,Soybean,Wheat,5.6,49,17,143,3.4,716,19.2,0.79,Sprinkler,Chemical,9.71,Rice,None
571,2018,Soybean,Soybean,6.2,36,25,124,3.6,521,21.9,0.73,None,None,7.44,Rice,None
313,2021,Barley,Barley,6.9,49,28,152,2.9,653,21.9,0.78,Drip,Organic,9.2,Legume,Compost
424,2021,Rice,Legume,5.8,39,23,158,3.1,493,29.9,0.67,Drip,Chemical,8.11,Wheat,Cover crop
540,2018,Barley,Legume,6.5,41,30,121,3.3,461,18.7,0.57,Drip,None,6.11,Legume,Compost
174,2022,Rice,Rice,6.1,33,19,127,3.3,678,21.9,0.68,None,Organic,7.88,Wheat,Cover crop
437,2021,Soybean,Maize,5.6,30,16,158,3.9,701,24.5,0.72,Sprinkler,Chemical,8.17,Barley,None
182,2022,Wheat,Barley,7.5,41,29,153,3.5,798,26.8,0.8,None,None,8.9,Legume,Reduced tillage
290,2019,Wheat,Soybean,6.6,45,28,157,3.2,763,20.3,0.67,Drip,Chemical,8.35,Legume,None
418,2023,Barley,Wheat,6.7,39,19,129,2.9,584,18.4,0.69,None,Organic,7.18,Legume,Compost
420,2019,Legume,Legume,5.6,55,21,157,2.7,691,18.8,0.69,Drip,None,8.28,Maize,Compost
589,2018,Wheat,Rice,5.5,56,27,129,2.6,698,29.9,0.71,Sprinkler,None,8.34,Legume,Compost
265,2022,Rice,Legume,6.9,48,18,159,3.0,523,24.9,0.75,None,Organic,9.0,Wheat,Cover crop
521,2022,Legume,Rice,6.2,42,16,136,3.7,672,25.6,0.69,None,None,7.69,Barley,Cover crop
320,2020,Legume,Barley,5.9,35,18,126,3.9,580,29.5,0.58,Drip,None,6.47,Maize,None
526,2020,Rice,Wheat,7.4,54,24,155,2.8,800,25.2,0.7,Drip,Chemical,9.94,Wheat,Compost
382,2019,Soybean,Wheat,5.7,59,22,158,3.5,523,20.4,0.75,Drip,None,9.18,Soybean,Cover crop
588,2021,Maize,Rice,7.5,58,30,124,3.1,743,28.1,0.65,Drip,Chemical,10.5,Wheat,Cover crop
483,2020,Rice,Barley,7.2,42,26,149,3.7,591,27.6,0.68,None,Organic,8.42,Wheat,Cover crop
429,2019,Soybean,Wheat,7.0,50,19,126,2.5,703,27.2,0.59,Sprinkler,Chemical,7.09,Wheat,Compost
178,2021,Rice,Barley,6.8,57,18,143,3.2,599,22.1,0.79,Sprinkler,Organic,10.56,Wheat,Cover crop
504,2018,Legume,Maize,6.4,51,20,136,2.8,552,20.5,0.75,Drip,Chemical,8.88,Legume,Compost
378,2023,Soybean,Legume,5.5,31,27,142,3.6,594,18.9,0.76,Drip,None,8.02,Soybean,Cover crop
258,2022,Wheat,Legume,6.5,46,19,138,2.8,623,27.6,0.76,Drip,Chemical,8.87,Legume,Compost
454,2023,Barley,Wheat,5.6,42,28,130,2.7,653,19.0,0.59,None,None,6.16,Legume,Compost
565,2018,Legume,Rice,6.1,52,19,125,2.6,621,25.4,0.56,None,Chemical,6.55,Wheat,Compost
305,2020,Soybean,Soybean,6.1,33,20,141,2.6,509,27.4,0.77,Sprinkler,Organic,7.6,Legume,Compost
243,2018,Legume,Rice,6.2,51,20,129,3.2,678,20.7,0.58,Drip,Organic,7.36,Soybean,Reduced tillage
228,2020,Legume,Legume,6.7,52,21,156,2.8,487,18.7,0.56,None,None,6.07,Soybean,Compost
132,2023,Wheat,Rice,5.8,54,18,128,2.7,631,24.6,0.74,Sprinkler,Chemical,8.88,Legume,Compost
250,2023,Maize,Rice,5.5,30,24,140,3.0,529,26.4,0.6,Sprinkler,Organic,7.08,Wheat,Cover crop
544,2018,Soybean,Maize,6.9,33,28,155,2.7,634,23.3,0.64,Drip,Chemical,6.8,Maize,Compost
169,2023,Wheat,Rice,6.8,56,21,139,3.8,787,25.3,0.73,None,None,9.07,Legume,Reduced tillage
390,2021,Legume,Soybean,7.1,31,20,127,3.8,584,20.8,0.57,Sprinkler,Chemical,6.29,Soybean,None
385,2023,Rice,Legume,6.8,60,24,132,3.4,509,20.2,0.65,Drip,Chemical,9.36,Wheat,Cover crop
273,2018,Barley,Maize,6.1,58,15,153,3.9,554,28.7,0.57,Sprinkler,None,7.37,Legume,Compost
535,2022,Legume,Rice,5.6,40,20,147,2.8,798,25.7,0.66,None,None,7.1,Soybean,Compost
388,2020,Maize,Barley,6.3,58,25,121,2.7,697,24.9,0.78,Sprinkler,Organic,11.39,Wheat,Compost
523,2020,Soybean,Rice,7.2,50,29,136,3.2,567,29.4,0.68,Sprinkler,None,7.76,Legume,Compost
204,2019,Soybean,Rice,7.1,55,28,125,3.9,559,20.7,0.61,None,None,7.42,Soybean,Cover crop
309,2022,Barley,Rice,6.8,38,24,136,3.1,686,26.0,0.66,Drip,Chemical,7.63,Legume,Cover crop
415,2023,Soybean,Soybean,5.8,60,15,148,2.6,717,23.1,0.64,None,None,7.63,Rice,Compost
428,2018,Barley,Wheat,5.7,55,30,154,3.1,743,21.5,0.76,Sprinkler,Organic,9.43,Legume,None
259,2023,Rice,Legume,6.2,51,24,158,2.7,744,21.7,0.64,Drip,Chemical,8.84,Wheat,Compost
131,2023,Soybean,Wheat,6.7,49,20,145,2.9,507,28.2,0.7,None,None,7.41,Legume,Compost
291,2022,Soybean,Soybean,7.3,35,26,124,4.0,460,19.7,0.7,Drip,Chemical,7.9,Wheat,Cover crop
332,2022,Legume,Soybean,6.2,48,22,136,4.0,645,18.5,0.62,None,None,7.39,Soybean,Reduced tillage
360,2019,Soybean,Barley,6.3,37,21,123,2.6,800,20.8,0.76,Drip,None,8.24,Rice,Compost
190,2021,Wheat,Soybean,7.2,45,29,155,2.5,600,18.1,0.72,None,None,7.4,Legume,Compost
283,2022,Wheat,Maize,6.8,55,30,123,2.9,695,26.5,0.6,None,Organic,7.3,Legume,Compost
109,2019,Legume,Soybean,5.8,50,21,145,2.9,492,22.8,0.78,Sprinkler,Chemical,8.91,Rice,Compost
324,2023,Wheat,Rice,6.7,51,22,151,2.7,768,26.0,0.58,None,Chemical,7.07,Legume,Compost
503,2023,Legume,Maize,6.6,33,20,148,2.8,413,23.0,0.6,None,Chemical,5.64,Wheat,Compost
366,2018,Legume,Soybean,6.7,59,28,133,3.2,421,26.0,0.67,None,None,7.59,Legume,Reduced tillage
161,2018,Wheat,Legume,7.5,40,15,157,3.4,671,29.5,0.79,Drip,Organic,9.13,Legume,Reduced tillage
320,2021,Soybean,Rice,7.2,31,24,129,3.3,406,20.4,0.69,Drip,None,6.73,Rice,None
559,2018,Rice,Rice,6.1,56,23,150,2.8,524,22.4,0.71,Drip,Organic,9.34,Wheat,Compost
135,2022,Legume,Wheat,7.1,56,23,149,2.7,676,20.8,0.79,None,Organic,9.17,Legume,Compost
153,2018,Wheat,Wheat,7.1,56,20,149,2.9,417,25.9,0.62,Sprinkler,Organic,7.2,Legume,Compost
514,2022,Soybean,Legume,7.0,44,16,144,3.6,443,22.5,0.61,Sprinkler,Chemical,7.01,Rice,None
564,2021,Wheat,Barley,6.1,50,24,135,3.3,623,22.9,0.58,None,None,6.7,Legume,Compost
491,2020,Wheat,Barley,6.8,32,25,135,3.3,734,20.1,0.61,Sprinkler,None,6.51,Legume,Cover crop
520,2018,Soybean,Wheat,5.5,49,26,149,3.3,768,25.0,0.62,Sprinkler,None,7.56,Legume,None
308,2020,Legume,Maize,7.2,51,23,153,4.0,632,26.3,0.57,Drip,None,7.36,Maize,None
460,2022,Legume,Wheat,5.7,43,19,124,3.3,632,21.0,0.77,Sprinkler,Chemical,8.94,Barley,Reduced tillage
472,2019,Wheat,Rice,6.0,41,26,145,4.0,419,19.6,0.71,None,Organic,7.71,Legume,Compost
396,2020,Soybean,Wheat,5.9,32,23,160,3.5,784,21.7,0.77,Drip,Organic,8.78,Legume,Cover crop
462,2021,Wheat,Legume,6.5,55,15,131,2.6,606,26.6,0.8,None,Organic,9.02,Legume,Compost
401,2022,Soybean,Legume,6.4,40,23,142,3.2,482,18.8,0.71,Sprinkler,Chemical,7.75,Maize,Cover crop
322,2022,Wheat,Wheat,7.4,52,28,157,3.7,452,20.3,0.75,None,Organic,8.6,Legume,Compost
216,2020,Rice,Wheat,6.9,55,15,128,3.6,517,21.7,0.66,None,Chemical,8.88,Wheat,Cover crop
341,2023,Maize,Legume,6.6,55,20,132,3.7,677,28.0,0.57,None,Organic,8.84,Wheat,Cover crop
591,2023,Maize,Rice,5.8,49,18,155,3.2,527,20.0,0.59,Sprinkler,None,8.04,Wheat,Cover crop
539,2018,Barley,Legume,5.7,56,23,136,2.6,704,27.9,0.77,Drip,Organic,9.42,Legume,Compost
587,2023,Soybean,Barley,5.8,45,19,125,2.9,659,21.4,0.61,Drip,None,6.95,Rice,Compost
502,2021,Wheat,Soybean,7.0,35,26,139,3.9,795,22.6,0.76,None,None,8.39,Legume,Cover crop
354,2019,Rice,Legume,5.9,32,19,141,3.2,798,22.7,0.57,Drip,Chemical,7.27,Wheat,Cover crop
558,2022,Soybean,Rice,5.7,60,20,145,3.7,730,26.8,0.71,Drip,None,9.36,Maize,Reduced tillage
470,2018,Maize,Maize,6.9,30,15,158,3.3,704,27.4,0.68,None,Organic,8.48,Wheat,Cover crop
308,2018,Soybean,Rice,6.1,37,23,128,3.3,448,28.9,0.71,None,Organic,7.21,Soybean,None
521,2023,Legume,Maize,6.7,52,20,120,2.7,651,19.5,0.71,Drip,None,8.24,Legume,Compost
497,2018,Rice,Soybean,7.5,46,30,155,3.5,672,28.0,0.61,Drip,None,8.08,Wheat,Cover crop
495,2019,Wheat,Maize,6.2,40,22,159,3.9,612,21.8,0.72,Drip,None,8.27,Legume,Reduced tillage
458,2021,Barley,Rice,7.1,40,28,122,3.2,437,23.0,0.77,None,Organic,7.9,Legume,Cover crop
218,2020,Rice,Barley,6.5,32,25,143,3.9,670,24.9,0.75,Sprinkler,Organic,9.21,Wheat,Cover crop
351,2020,Legume,Wheat,6.8,30,25,146,3.4,532,24.7,0.68,Sprinkler,None,6.76,Barley,Reduced tillage
420,2020,Maize,Soybean,6.7,46,30,125,2.9,529,21.6,0.69,Drip,Organic,9.35,Wheat,Compost
498,2022,Maize,Legume,7.2,45,26,134,3.0,534,29.3,0.63,Drip,Chemical,8.76,Wheat,Cover crop
194,2023,Rice,Legume,5.8,55,18,160,3.4,508,27.2,0.69,Drip,Organic,9.36,Wheat,Cover crop
307,2018,Maize,Wheat,6.1,40,25,153,2.9,426,19.3,0.7,None,Organic,8.41,Wheat,Compost
502,2021,Soybean,Rice,5.9,35,17,129,3.3,735,28.1,0.77,None,None,8.07,Legume,Cover crop
432,2021,Barley,Maize,6.7,60,18,128,3.9,538,26.2,0.7,Sprinkler,None,8.78,Legume,Cover crop
368,2022,Wheat,Wheat,6.8,48,17,135,3.7,590,29.6,0.57,None,None,6.63,Legume,Cover crop
455,2020,Rice,Legume,5.8,54,29,120,2.5,754,25.9,0.78,Sprinkler,Chemical,10.42,Wheat,Compost
138,2019,Maize,Soybean,6.8,30,26,135,3.8,512,21.1,0.63,Drip,Chemical,8.23,Wheat,Cover crop
286,2023,Wheat,Maize,7.1,37,28,122,3.0,452,27.8,0.61,Sprinkler,Chemical,6.33,Legume,Cover crop
388,2021,Wheat,Wheat,6.1,57,25,127,2.7,598,28.9,0.66,Sprinkler,Chemical,8.11,Legume,Compost
385,2023,Soybean,Soybean,7.3,37,30,144,3.8,418,25.0,0.59,Sprinkler,Chemical,6.47,Soybean,Compost
181,2022,Rice,Barley,6.9,56,18,137,3.3,437,25.9,0.77,None,Chemical,9.85,Wheat,Cover crop
502,2018,Soybean,Rice,7.0,33,19,157,2.6,616,24.7,0.67,None,Chemical,6.7,Legume,Compost
352,2018,Wheat,Wheat,5.6,49,26,124,3.8,491,27.2,0.78,None,Organic,8.89,Legume,Cover crop
238,2019,Barley,Barley,6.4,35,30,127,3.2,696,20.4,0.6,Drip,Chemical,6.88,Legume,Reduced tillage
216,2018,Maize,Legume,7.3,51,19,146,3.5,495,28.9,0.62,Drip,Organic,9.07,Wheat,Cover crop
296,2021,Maize,Legume,6.2,45,21,139,3.7,614,19.7,0.6,Sprinkler,Organic,8.69,Wheat,Cover crop
145,2021,Barley,Maize,6.1,54,18,157,3.2,527,20.6,0.58,Drip,None,6.99,Legume,Reduced tillage
593,2022,Legume,Soybean,5.8,37,26,121,2.8,496,23.1,0.77,Drip,Chemical,8.2,Wheat,Compost
377,2018,Rice,Maize,5.9,59,20,148,2.6,661,28.8,0.76,Sprinkler,Chemical,10.32,Wheat,Compost
373,2022,Wheat,Wheat,7.1,30,29,130,3.4,492,21.1,0.58,Sprinkler,Organic,5.82,Legume,Cover crop
552,2021,Maize,Legume,7.1,48,28,151,3.2,706,28.3,0.75,None,Organic,10.4,Wheat,Cover crop
579,2019,Legume,Soybean,5.7,35,28,152,3.5,523,27.4,0.77,Sprinkler,Chemical,8.38,Maize,Cover crop
145,2021,Wheat,Barley,6.7,53,17,122,3.1,432,26.9,0.67,Drip,Chemical,8.01,Legume,Cover crop
415,2022,Rice,Soybean,7.2,32,28,138,3.6,489,23.4,0.56,Drip,Organic,6.52,Wheat,Cover crop
208,2018,Barley,Soybean,7.5,59,28,123,3.4,453,24.6,0.73,Sprinkler,Organic,8.86,Legume,Compost
435,2021,Barley,Soybean,6.6,59,15,122,3.5,615,23.4,0.55,Drip,None,7.28,Legume,Compost
586,2021,Legume,Maize,5.9,56,18,130,3.9,786,26.2,0.67,Drip,None,8.95,Wheat,None
493,2023,Barley,Barley,6.9,57,30,129,3.5,628,21.7,0.64,None,None,7.76,Legume,None
297,2019,Rice,Maize,6.6,36,24,138,3.3,600,27.4,0.57,Sprinkler,Organic,6.83,Wheat,Cover crop
168,2018,Wheat,Legume,7.4,33,30,152,3.9,701,26.6,0.72,None,None,7.7,Legume,None
440,2018,Maize,Soybean,5.9,55,23,155,2.9,579,25.0,0.7,None,Chemical,9.9,Wheat,Compost
356,2018,Barley,Maize,7.0,59,26,123,3.1,794,24.5,0.77,None,Organic,9.57,Legume,None
411,2021,Wheat,Legume,5.9,45,20,146,3.6,443,26.3,0.79,Sprinkler,None,8.59,Legume,Reduced tillage
396,2020,Wheat,Wheat,5.7,54,28,153,3.1,727,29.1,0.7,Sprinkler,Organic,8.7,Legume,Cover crop
390,2020,Barley,Soybean,7.1,52,17,147,3.3,426,27.8,0.62,Drip,None,7.14,Legume,Reduced tillage
463,2019,Rice,Rice,5.8,42,28,135,3.8,797,21.4,0.77,None,None,9.67,Wheat,Cover crop
105,2020,Rice,Wheat,5.9,33,24,126,3.1,770,26.6,0.61,None,None,6.97,Wheat,Cover crop
529,2020,Barley,Soybean,5.9,43,29,123,3.7,681,28.8,0.8,Drip,None,9.31,Legume,Compost
222,2021,Maize,Rice,5.6,34,25,145,3.8,694,26.7,0.69,None,None,8.87,Wheat,Cover crop
463,2020,Rice,Legume,6.1,47,25,135,3.7,661,28.7,0.63,Drip,Organic,8.71,Wheat,Cover crop
524,2021,Wheat,Wheat,6.4,47,18,134,3.9,583,25.5,0.6,None,Organic,7.17,Legume,Cover crop
522,2019,Rice,Soybean,5.7,31,29,159,3.0,650,28.3,0.79,Drip,Organic,9.22,Wheat,Cover crop
426,2021,Rice,Barley,7.0,32,20,122,2.7,568,24.1,0.62,None,Organic,6.56,Wheat,Compost
361,2019,Rice,Legume,6.7,33,25,160,2.8,530,22.5,0.68,None,Organic,7.26,Wheat,Compost
152,2019,Rice,Maize,7.4,44,28,149,3.4,628,26.6,0.56,Sprinkler,Chemical,7.44,Wheat,Cover crop
581,2020,Wheat,Maize,7.3,33,29,157,3.6,782,23.2,0.61,Sprinkler,None,6.81,Legume,None
424,2019,Rice,Barley,7.2,40,15,151,2.8,558,21.3,0.57,None,Chemical,6.6,Wheat,Compost
325,2020,Rice,Maize,6.7,35,23,145,3.7,732,22.6,0.73,None,Chemical,9.08,Wheat,Cover crop
111,2019,Barley,Wheat,6.5,30,29,133,3.7,728,26.0,0.63,None,None,6.61,Legume,Reduced tillage
182,2021,Soybean,Soybean,6.7,50,26,122,2.7,556,29.5,0.6,None,Organic,6.66,Barley,Compost
374,2018,Legume,Barley,6.4,31,17,137,3.8,652,21.0,0.73,Drip,Chemical,8.33,Soybean,Cover crop
106,2023,Wheat,Maize,5.8,37,22,123,2.5,439,25.2,0.78,None,Organic,7.5,Legume,Compost
480,2023,Barley,Barley,5.6,57,19,155,3.3,466,18.4,0.79,Drip,None,9.27,Legume,Compost
595,2021,Barley,Wheat,6.5,56,26,159,3.5,535,22.5,0.65,None,None,7.62,Legume,Reduced tillage
154,2021,Barley,Maize,6.6,60,17,144,2.8,641,20.9,0.55,None,Chemical,7.02,Legume,Compost
136,2019,Soybean,Rice,5.8,40,22,154,2.9,512,23.2,0.63,None,Organic,6.46,Wheat,Compost
231,2018,Wheat,Maize,6.3,46,15,134,2.9,416,25.6,0.77,Drip,Organic,8.42,Legume,Compost
413,2020,Wheat,Wheat,7.3,44,20,135,2.8,755,24.8,0.64,Drip,Organic,7.58,Legume,Compost
461,2023,Barley,Wheat,7.0,38,21,124,4.0,752,19.8,0.76,Sprinkler,Organic,9.02,Legume,Cover crop
409,2022,Maize,Rice,7.4,52,19,142,3.3,619,19.8,0.62,Sprinkler,Chemical,9.33,Wheat,Cover crop
198,2022,Legume,Barley,6.9,44,30,126,3.0,568,19.5,0.74,None,None,7.74,Barley,Cover crop
494,2023,Maize,Soybean,6.4,52,19,125,3.0,542,18.3,0.77,Sprinkler,Organic,10.67,Wheat,Cover crop
221,2020,Maize,Rice,7.2,42,17,148,2.6,503,24.9,0.66,Sprinkler,Organic,8.28,Wheat,Compost
455,2021,Rice,Maize,7.0,44,15,137,2.6,493,28.5,0.79,None,Chemical,9.11,Wheat,Compost
538,2022,Rice,Barley,5.6,49,21,142,3.7,484,27.6,0.65,None,Chemical,8.39,Wheat,Cover crop
514,2018,Wheat,Barley,5.8,33,20,132,3.3,432,27.0,0.7,None,Chemical,7.0,Legume,Reduced tillage
435,2019,Rice,Soybean,7.1,54,21,153,3.7,648,23.5,0.61,Sprinkler,Chemical,8.86,Wheat,Cover crop
183,2019,Soybean,Maize,6.8,58,19,154,3.4,617,26.9,0.65,Drip,Organic,8.47,Soybean,Reduced tillage
180,2020,Legume,Soybean,7.2,44,21,155,2.7,410,27.9,0.7,Sprinkler,None,7.08,Rice,Compost
271,2019,Barley,Barley,7.3,46,26,160,3.0,584,27.2,0.59,None,Chemical,6.69,Legume,Reduced tillage
227,2021,Wheat,Rice,6.8,56,29,159,3.7,414,21.3,0.69,Drip,Chemical,8.69,Legume,None
416,2022,Rice,Maize,6.9,34,18,145,2.7,687,20.1,0.56,Sprinkler,Organic,6.45,Wheat,Compost
442,2018,Legume,Maize,6.2,49,29,125,2.9,487,19.5,0.59,Sprinkler,Chemical,6.79,Soybean,Compost
299,2021,Rice,Wheat,6.1,41,23,141,2.9,477,24.5,0.73,Sprinkler,None,8.22,Wheat,Compost
288,2021,Barley,Legume,6.6,44,18,143,3.5,542,19.3,0.7,None,Organic,7.76,Legume,Compost
543,2020,Wheat,Maize,6.1,37,16,139,3.6,731,20.7,0.77,Sprinkler,Chemical,8.99,Legume,None
316,2023,Soybean,Rice,7.0,34,28,131,3.8,581,27.1,0.59,Drip,Organic,6.66,Soybean,None
514,2019,Legume,Soybean,6.3,31,17,120,3.3,626,27.8,0.69,Sprinkler,None,7.06,Wheat,Compost
281,2022,Barley,Legume,6.5,36,23,125,3.4,602,28.1,0.66,Drip,Chemical,7.5,Legume,Compost
222,2019,Barley,Wheat,6.4,40,19,136,3.8,546,26.8,0.7,Sprinkler,Chemical,8.1,Legume,None
504,2023,Soybean,Barley,7.3,55,25,136,3.6,580,18.7,0.79,Sprinkler,Organic,9.66,Wheat,Compost
251,2021,Soybean,Legume,6.7,59,24,142,3.7,704,19.8,0.69,Drip,Organic,9.31,Legume,Cover crop
559,2018,Rice,Wheat,7.4,51,22,137,2.8,606,22.6,0.76,Sprinkler,None,9.36,Wheat,Compost
383,2023,Legume,Barley,7.1,32,16,148,3.8,437,18.2,0.75,Sprinkler,Chemical,7.97,Barley,Reduced tillage
255,2018,Rice,Barley,6.1,51,26,131,3.7,492,22.2,0.65,Sprinkler,Chemical,8.78,Wheat,Cover crop
